,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,soil_color_encode,Crop_encode
1359,25,40,30,7.0,1000,20,1,14
1360,30,40,30,7.0,1000,20,1,14
1361,20,30,25,6.0,800,25,1,14
1362,25,30,25,6.0,800,25,1,14
1363,30,30,25,6.0,800,25,1,14
1364,20,35,30,6.5,900,20,1,14
1365,25,35,30,6.5,900,20,1,14
1366,30,35,30,6.5,900,20,1,14
1367,20,40,20,7.0,1000,25,1,14
1368,25,40,20,7.0,1000,25,1,14
1369,30,40,20,7.0,1000,25,1,14
1370,20,30,30,6.0,800,20,1,14
1371,25,30,30,6.0,800,20,1,14
1372,30,30,30,6.0,800,20,1,14
1373,20,35,20,6.5,900,25,1,14
1374,25,35,20,6.5,900,25,1,14
1375,30,35,20,6.5,900,25,1,14
1376,20,40,25,7.0,1000,20,1,14
1377,25,40,25,7.0,1000,20,1,14
1378,30,40,25,7.0,1000,20,1,14
1379,20,10,5,6.0,600,25,2,8
1380,25,10,5,6.0,600,25,2,8
1381,30,10,5,6.0,600,25,2,8
1382,20,15,10,6.5,700,30,2,8
1383,25,15,10,6.5,700,30,2,8
1384,30,15,10,6.5,700,30,2,8
1385,20,20,15,7.0,800,35,2,8
1386,25,20,15,7.0,800,35,2,8
1387,30,20,15,7.0,800,35,2,8
1388,20,10,10,6.0,600,25,2,8
1389,25,10,10,6.0,600,25,2,8
1390,30,10,10,6.0,600,25,2,8
1391,20,15,15,6.5,700,30,2,8
1392,25,15,15,6.5,700,30,2,8
1393,30,15,15,6.5,700,30,2,8
1394,20,20,5,7.0,800,35,2,8
1395,25,20,5,7.0,800,35,2,8
1396,30,20,5,7.0,800,35,2,8
1397,20,10,15,6.0,600,25,2,8
1398,25,10,15,6.0,600,25,2,8
1399,30,10,15,6.0,600,25,2,8
1400,20,15,5,6.5,700,30,2,8
1401,25,15,5,6.5,700,30,2,8
1402,30,15,5,6.5,700,30,2,8
1403,20,20,10,7.0,800,35,2,8
1404,25,20,10,7.0,800,35,2,8
1405,30,20,10,7.0,800,35,2,8
1406,40,25,10,6.0,600,20,0,2
1407,45,25,10,6.0,600,20,0,2
1408,50,25,10,6.0,600,20,0,2
1409,40,30,15,6.5,700,25,0,2
1410,45,30,15,6.5,700,25,0,2
1411,50,30,15,6.5,700,25,0,2
1412,40,25,15,6.0,600,20,0,2
1413,45,25,15,6.0,600,20,0,2
1414,50,25,15,6.0,600,20,0,2
1415,40,30,10,6.5,700,25,0,2
1416,45,30,10,6.5,700,25,0,2
1417,50,30,10,6.5,700,25,0,2
1418,40,20,20,6.0,600,20,3,7
1419,45,20,20,6.0,600,20,3,7
1420,50,20,20,6.0,600,20,3,7
1421,40,25,25,6.5,700,25,3,7
1422,45,25,25,6.5,700,25,3,7
1423,50,25,25,6.5,700,25,3,7
1424,40,20,25,6.0,600,20,3,7
1425,45,20,25,6.0,600,20,3,7
1426,50,20,25,6.0,600,20,3,7
1427,40,25,20,6.5,700,25,3,7
1428,45,25,20,6.5,700,25,3,7
1429,50,25,20,6.5,700,25,3,7
1430,100,60,60,7.5,500,10,0,0
1431,105,60,60,7.5,500,10,0,0
1432,110,60,60,7.5,500,10,0,0
1433,115,60,60,7.5,500,10,0,0
1434,120,60,60,7.5,500,10,0,0
1435,100,65,65,8.0,600,15,0,0
1436,105,65,65,8.0,600,15,0,0
1437,110,65,65,8.0,600,15,0,0
1438,115,65,65,8.0,600,15,0,0
1439,120,65,65,8.0,600,15,0,0
1440,100,70,70,8.5,500,20,0,0
1441,105,70,70,8.5,500,20,0,0
1442,110,70,70,8.5,500,20,0,0
1443,115,70,70,8.5,500,20,0,0
1444,120,70,70,8.5,500,20,0,0
1445,100,75,75,7.5,600,25,0,0
1446,105,75,75,7.5,600,25,0,0
1447,110,75,75,7.5,600,25,0,0
1448,115,75,75,7.5,600,25,0,0
1449,120,75,75,7.5,600,25,0,0
1450,100,80,80,8.0,500,30,0,0
1451,105,80,80,8.0,500,30,0,0
1452,110,80,80,8.0,500,30,0,0
1453,115,80,80,8.0,500,30,0,0
1454,120,80,80,8.0,500,30,0,0
1455,100,60,65,8.5,600,10,0,0
1456,105,60,65,8.5,600,10,0,0
1457,110,60,65,8.5,600,10,0,0
1458,115,60,65,8.5,600,10,0,0
1459,120,60,65,8.5,600,10,0,0
1460,100,65,70,7.5,500,15,0,0
1461,105,65,70,7.5,500,15,0,0
1462,110,65,70,7.5,500,15,0,0
1463,115,65,70,7.5,500,15,0,0
1464,120,65,70,7.5,500,15,0,0
1465,100,70,75,8.0,600,20,0,0
1466,105,70,75,8.0,600,20,0,0
1467,110,70,75,8.0,600,20,0,0
1468,115,70,75,8.0,600,20,0,0
1469,120,70,75,8.0,600,20,0,0
1470,100,75,80,8.5,500,25,0,0
1471,105,75,80,8.5,500,25,0,0
1472,110,75,80,8.5,500,25,0,0
1473,115,75,80,8.5,500,25,0,0
1474,120,75,80,8.5,500,25,0,0
1475,100,80,60,7.5,600,30,0,0
1476,105,80,60,7.5,600,30,0,0
1477,110,80,60,7.5,600,30,0,0
1478,115,80,60,7.5,600,30,0,0
1479,120,80,60,7.5,600,30,0,0
1480,100,60,70,8.0,500,10,0,0
1481,105,60,70,8.0,500,10,0,0
1482,110,60,70,8.0,500,10,0,0
1483,115,60,70,8.0,500,10,0,0
1484,120,60,70,8.0,500,10,0,0
1485,100,65,75,8.5,600,15,0,0
1486,105,65,75,8.5,600,15,0,0
1487,110,65,75,8.5,600,15,0,0
1488,115,65,75,8.5,600,15,0,0
1489,120,65,75,8.5,600,15,0,0
1490,100,70,80,7.5,500,20,0,0
1491,105,70,80,7.5,500,20,0,0
1492,110,70,80,7.5,500,20,0,0
1493,115,70,80,7.5,500,20,0,0
1494,120,70,80,7.5,500,20,0,0
1495,100,75,60,8.0,600,25,0,0
1496,105,75,60,8.0,600,25,0,0
1497,110,75,60,8.0,600,25,0,0
1498,115,75,60,8.0,600,25,0,0
1499,120,75,60,8.0,600,25,0,0
1500,100,80,65,8.5,500,30,0,0
1501,105,80,65,8.5,500,30,0,0
1502,110,80,65,8.5,500,30,0,0
1503,115,80,65,8.5,500,30,0,0
1504,120,80,65,8.5,500,30,0,0
1505,100,60,75,7.5,600,10,0,0
1506,105,60,75,7.5,600,10,0,0
1507,110,60,75,7.5,600,10,0,0
1508,115,60,75,7.5,600,10,0,0
1509,120,60,75,7.5,600,10,0,0
1510,100,65,80,8.0,500,15,0,0
1511,105,65,80,8.0,500,15,0,0
1512,110,65,80,8.0,500,15,0,0
1513,115,65,80,8.0,500,15,0,0
1514,120,65,80,8.0,500,15,0,0
1515,100,70,60,8.5,600,20,0,0
1516,105,70,60,8.5,600,20,0,0
1517,110,70,60,8.5,600,20,0,0
1518,115,70,60,8.5,600,20,0,0
1519,120,70,60,8.5,600,20,0,0
1520,100,75,65,7.5,500,25,0,0
1521,105,75,65,7.5,500,25,0,0
1522,110,75,65,7.5,500,25,0,0
1523,115,75,65,7.5,500,25,0,0
1524,120,75,65,7.5,500,25,0,0
1525,100,80,70,8.0,600,30,0,0
1526,105,80,70,8.0,600,30,0,0
1527,110,80,70,8.0,600,30,0,0
1528,115,80,70,8.0,600,30,0,0
1529,120,80,70,8.0,600,30,0,0
1530,100,60,80,8.5,500,10,0,0
1531,105,60,80,8.5,500,10,0,0
1532,110,60,80,8.5,500,10,0,0
1533,115,60,80,8.5,500,10,0,0
1534,120,60,80,8.5,500,10,0,0
1535,100,65,60,7.5,600,15,0,0
1536,105,65,60,7.5,600,15,0,0
1537,110,65,60,7.5,600,15,0,0
1538,115,65,60,7.5,600,15,0,0
1539,120,65,60,7.5,600,15,0,0
1540,100,70,65,8.0,500,20,0,0
1541,105,70,65,8.0,500,20,0,0
1542,110,70,65,8.0,500,20,0,0
1543,115,70,65,8.0,500,20,0,0
1544,120,70,65,8.0,500,20,0,0
1545,100,75,70,8.5,600,25,0,0
1546,105,75,70,8.5,600,25,0,0
1547,110,75,70,8.5,600,25,0,0
1548,115,75,70,8.5,600,25,0,0
1549,120,75,70,8.5,600,25,0,0
1550,100,80,75,7.5,500,30,0,0
1551,105,80,75,7.5,500,30,0,0
1552,110,80,75,7.5,500,30,0,0
1553,115,80,75,7.5,500,30,0,0
1554,120,80,75,7.5,500,30,0,0
1555,50,30,20,6.5,600,20,4,5
1556,55,30,20,6.5,600,20,4,5
1557,60,30,20,6.5,600,20,4,5
1558,50,35,25,7.0,700,25,4,5
1559,55,35,25,7.0,700,25,4,5
1560,60,35,25,7.0,700,25,4,5
1561,50,40,30,7.5,600,30,4,5
1562,55,40,30,7.5,600,30,4,5
1563,60,40,30,7.5,600,30,4,5
1564,50,30,25,6.5,700,20,4,5
1565,55,30,25,6.5,700,20,4,5
1566,60,30,25,6.5,700,20,4,5
1567,50,35,30,7.0,600,25,4,5
1568,55,35,30,7.0,600,25,4,5
1569,60,35,30,7.0,600,25,4,5
1570,50,40,20,7.5,700,30,4,5
1571,55,40,20,7.5,700,30,4,5
1572,60,40,20,7.5,700,30,4,5
1573,50,30,30,6.5,600,20,4,5
1574,55,30,30,6.5,600,20,4,5
1575,60,30,30,6.5,600,20,4,5
1576,50,35,20,7.0,700,25,4,5
1577,55,35,20,7.0,700,25,4,5
1578,60,35,20,7.0,700,25,4,5
1579,50,40,25,7.5,600,30,4,5
1580,55,40,25,7.5,600,30,4,5
1581,60,40,25,7.5,600,30,4,5
1582,60,40,40,6.0,500,15,4,15
1583,65,40,40,6.0,500,15,4,15
1584,70,40,40,6.0,500,15,4,15
1585,75,40,40,6.0,500,15,4,15
1586,80,40,40,6.0,500,15,4,15
1587,60,45,45,6.5,600,20,4,15
1588,65,45,45,6.5,600,20,4,15
1589,70,45,45,6.5,600,20,4,15
1590,75,45,45,6.5,600,20,4,15
1591,80,45,45,6.5,600,20,4,15
1592,60,50,50,7.0,500,25,4,15
1593,65,50,50,7.0,500,25,4,15
1594,70,50,50,7.0,500,25,4,15
1595,75,50,50,7.0,500,25,4,15
1596,80,50,50,7.0,500,25,4,15
1597,60,55,55,7.5,600,30,4,15
1598,65,55,55,7.5,600,30,4,15
1599,70,55,55,7.5,600,30,4,15
1600,75,55,55,7.5,600,30,4,15
1601,80,55,55,7.5,600,30,4,15
1602,60,60,60,6.0,500,15,4,15
1603,65,60,60,6.0,500,15,4,15
1604,70,60,60,6.0,500,15,4,15
1605,75,60,60,6.0,500,15,4,15
1606,80,60,60,6.0,500,15,4,15
1607,60,40,45,6.5,600,20,4,15
1608,65,40,45,6.5,600,20,4,15
1609,70,40,45,6.5,600,20,4,15
1610,75,40,45,6.5,600,20,4,15
1611,80,40,45,6.5,600,20,4,15
1612,60,45,50,7.0,500,25,4,15
1613,65,45,50,7.0,500,25,4,15
1614,70,45,50,7.0,500,25,4,15
1615,75,45,50,7.0,500,25,4,15
1616,80,45,50,7.0,500,25,4,15
1617,60,50,55,7.5,600,30,4,15
1618,65,50,55,7.5,600,30,4,15
1619,70,50,55,7.5,600,30,4,15
1620,75,50,55,7.5,600,30,4,15
1621,80,50,55,7.5,600,30,4,15
1622,60,55,60,6.0,500,15,4,15
1623,65,55,60,6.0,500,15,4,15
1624,70,55,60,6.0,500,15,4,15
1625,75,55,60,6.0,500,15,4,15
1626,80,55,60,6.0,500,15,4,15
1627,60,60,40,6.5,600,20,4,15
1628,65,60,40,6.5,600,20,4,15
1629,70,60,40,6.5,600,20,4,15
1630,75,60,40,6.5,600,20,4,15
1631,80,60,40,6.5,600,20,4,15
1632,60,40,50,7.0,500,25,4,15
1633,65,40,50,7.0,500,25,4,15
1634,70,40,50,7.0,500,25,4,15
1635,75,40,50,7.0,500,25,4,15
1636,80,40,50,7.0,500,25,4,15
1637,60,45,55,7.5,600,30,4,15
1638,65,45,55,7.5,600,30,4,15
1639,70,45,55,7.5,600,30,4,15
1640,75,45,55,7.5,600,30,4,15
1641,80,45,55,7.5,600,30,4,15
1642,60,50,60,6.0,500,15,4,15
1643,65,50,60,6.0,500,15,4,15
1644,70,50,60,6.0,500,15,4,15
1645,75,50,60,6.0,500,15,4,15
1646,80,50,60,6.0,500,15,4,15
1647,60,55,40,6.5,600,20,4,15
1648,65,55,40,6.5,600,20,4,15
1649,70,55,40,6.5,600,20,4,15
1650,75,55,40,6.5,600,20,4,15
1651,80,55,40,6.5,600,20,4,15
1652,60,60,45,7.0,500,25,4,15
1653,65,60,45,7.0,500,25,4,15
1654,70,60,45,7.0,500,25,4,15
1655,75,60,45,7.0,500,25,4,15
1656,80,60,45,7.0,500,25,4,15
1657,60,40,55,7.5,600,30,4,15
1658,65,40,55,7.5,600,30,4,15
1659,70,40,55,7.5,600,30,4,15
1660,75,40,55,7.5,600,30,4,15
1661,80,40,55,7.5,600,30,4,15
1662,60,45,60,6.0,500,15,4,15
1663,65,45,60,6.0,500,15,4,15
1664,70,45,60,6.0,500,15,4,15
1665,75,45,60,6.0,500,15,4,15
1666,80,45,60,6.0,500,15,4,15
1667,60,50,40,6.5,600,20,4,15
1668,65,50,40,6.5,600,20,4,15
1669,70,50,40,6.5,600,20,4,15
1670,75,50,40,6.5,600,20,4,15
1671,80,50,40,6.5,600,20,4,15
1672,60,55,45,7.0,500,25,4,15
1673,65,55,45,7.0,500,25,4,15
1674,70,55,45,7.0,500,25,4,15
1675,75,55,45,7.0,500,25,4,15
1676,80,55,45,7.0,500,25,4,15
1677,60,60,50,7.5,600,30,4,15
1678,65,60,50,7.5,600,30,4,15
1679,70,60,50,7.5,600,30,4,15
1680,75,60,50,7.5,600,30,4,15
1681,80,60,50,7.5,600,30,4,15
1682,60,40,60,6.0,500,15,4,15
1683,65,40,60,6.0,500,15,4,15
1684,70,40,60,6.0,500,15,4,15
1685,75,40,60,6.0,500,15,4,15
1686,80,40,60,6.0,500,15,4,15
1687,60,45,40,6.5,600,20,4,15
1688,65,45,40,6.5,600,20,4,15
1689,70,45,40,6.5,600,20,4,15
1690,75,45,40,6.5,600,20,4,15
1691,80,45,40,6.5,600,20,4,15
1692,60,50,45,7.0,500,25,4,15
1693,65,50,45,7.0,500,25,4,15
1694,70,50,45,7.0,500,25,4,15
1695,75,50,45,7.0,500,25,4,15
1696,80,50,45,7.0,500,25,4,15
1697,60,55,50,7.5,600,30,4,15
1698,65,55,50,7.5,600,30,4,15
1699,70,55,50,7.5,600,30,4,15
1700,75,55,50,7.5,600,30,4,15
1701,80,55,50,7.5,600,30,4,15
1702,60,60,55,6.0,500,15,4,15
1703,65,60,55,6.0,500,15,4,15
1704,70,60,55,6.0,500,15,4,15
1705,75,60,55,6.0,500,15,4,15
1706,80,60,55,6.0,500,15,4,15
1707,120,60,60,6.5,1000,20,0,11
1708,125,60,60,6.5,1000,20,0,11
1709,130,60,60,6.5,1000,20,0,11
1710,135,60,60,6.5,1000,20,0,11
1711,140,60,60,6.5,1000,20,0,11
1712,145,60,60,6.5,1000,20,0,11
1713,150,60,60,6.5,1000,20,0,11
1714,120,65,65,7.0,1100,25,0,11
1715,125,65,65,7.0,1100,25,0,11
1716,130,65,65,7.0,1100,25,0,11
1717,135,65,65,7.0,1100,25,0,11
1718,140,65,65,7.0,1100,25,0,11
1719,145,65,65,7.0,1100,25,0,11
1720,150,65,65,7.0,1100,25,0,11
1721,120,70,70,7.5,1200,30,0,11
1722,125,70,70,7.5,1200,30,0,11
1723,130,70,70,7.5,1200,30,0,11
1724,135,70,70,7.5,1200,30,0,11
1725,140,70,70,7.5,1200,30,0,11
1726,145,70,70,7.5,1200,30,0,11
1727,150,70,70,7.5,1200,30,0,11
1728,120,75,75,8.0,1000,35,0,11
1729,125,75,75,8.0,1000,35,0,11
1730,130,75,75,8.0,1000,35,0,11
1731,135,75,75,8.0,1000,35,0,11
1732,140,75,75,8.0,1000,35,0,11
1733,145,75,75,8.0,1000,35,0,11
1734,150,75,75,8.0,1000,35,0,11
1735,120,80,80,8.5,1100,20,0,11
1736,125,80,80,8.5,1100,20,0,11
1737,130,80,80,8.5,1100,20,0,11
1738,135,80,80,8.5,1100,20,0,11
1739,140,80,80,8.5,1100,20,0,11
1740,145,80,80,8.5,1100,20,0,11
1741,150,80,80,8.5,1100,20,0,11
1742,120,60,65,6.5,1200,25,0,11
1743,125,60,65,6.5,1200,25,0,11
1744,130,60,65,6.5,1200,25,0,11
1745,135,60,65,6.5,1200,25,0,11
1746,140,60,65,6.5,1200,25,0,11
1747,145,60,65,6.5,1200,25,0,11
1748,150,60,65,6.5,1200,25,0,11
1749,120,65,70,7.0,1000,30,0,11
1750,125,65,70,7.0,1000,30,0,11
1751,130,65,70,7.0,1000,30,0,11
1752,135,65,70,7.0,1000,30,0,11
1753,140,65,70,7.0,1000,30,0,11
1754,145,65,70,7.0,1000,30,0,11
1755,150,65,70,7.0,1000,30,0,11
1756,120,70,75,7.5,1100,35,0,11
1757,125,70,75,7.5,1100,35,0,11
1758,130,70,75,7.5,1100,35,0,11
1759,135,70,75,7.5,1100,35,0,11
1760,140,70,75,7.5,1100,35,0,11
1761,145,70,75,7.5,1100,35,0,11
1762,150,70,75,7.5,1100,35,0,11
1763,120,75,80,8.0,1200,20,0,11
1764,125,75,80,8.0,1200,20,0,11
1765,130,75,80,8.0,1200,20,0,11
1766,135,75,80,8.0,1200,20,0,11
1767,140,75,80,8.0,1200,20,0,11
1768,145,75,80,8.0,1200,20,0,11
1769,150,75,80,8.0,1200,20,0,11
1770,120,80,60,8.5,1000,25,0,11
1771,125,80,60,8.5,1000,25,0,11
1772,130,80,60,8.5,1000,25,0,11
1773,135,80,60,8.5,1000,25,0,11
1774,140,80,60,8.5,1000,25,0,11
1775,145,80,60,8.5,1000,25,0,11
1776,150,80,60,8.5,1000,25,0,11
1777,120,60,70,6.5,1100,30,0,11
1778,125,60,70,6.5,1100,30,0,11
1779,130,60,70,6.5,1100,30,0,11
1780,135,60,70,6.5,1100,30,0,11
1781,140,60,70,6.5,1100,30,0,11
1782,145,60,70,6.5,1100,30,0,11
1783,150,60,70,6.5,1100,30,0,11
1784,120,65,75,7.0,1200,35,0,11
1785,125,65,75,7.0,1200,35,0,11
1786,130,65,75,7.0,1200,35,0,11
1787,135,65,75,7.0,1200,35,0,11
1788,140,65,75,7.0,1200,35,0,11
1789,145,65,75,7.0,1200,35,0,11
1790,150,65,75,7.0,1200,35,0,11
1791,120,70,80,7.5,1000,20,0,11
1792,125,70,80,7.5,1000,20,0,11
1793,130,70,80,7.5,1000,20,0,11
1794,135,70,80,7.5,1000,20,0,11
1795,140,70,80,7.5,1000,20,0,11
1796,145,70,80,7.5,1000,20,0,11
1797,150,70,80,7.5,1000,20,0,11
1798,120,75,60,8.0,1100,25,0,11
1799,125,75,60,8.0,1100,25,0,11
1800,130,75,60,8.0,1100,25,0,11
1801,135,75,60,8.0,1100,25,0,11
1802,140,75,60,8.0,1100,25,0,11
1803,145,75,60,8.0,1100,25,0,11
1804,150,75,60,8.0,1100,25,0,11
1805,120,80,65,8.5,1200,30,0,11
1806,125,80,65,8.5,1200,30,0,11
1807,130,80,65,8.5,1200,30,0,11
1808,135,80,65,8.5,1200,30,0,11
1809,140,80,65,8.5,1200,30,0,11
1810,145,80,65,8.5,1200,30,0,11
1811,150,80,65,8.5,1200,30,0,11
1812,120,60,75,6.5,1000,35,0,11
1813,125,60,75,6.5,1000,35,0,11
1814,130,60,75,6.5,1000,35,0,11
1815,135,60,75,6.5,1000,35,0,11
1816,140,60,75,6.5,1000,35,0,11
1817,145,60,75,6.5,1000,35,0,11
1818,150,60,75,6.5,1000,35,0,11
1819,120,65,80,7.0,1100,20,0,11
1820,125,65,80,7.0,1100,20,0,11
1821,130,65,80,7.0,1100,20,0,11
1822,135,65,80,7.0,1100,20,0,11
1823,140,65,80,7.0,1100,20,0,11
1824,145,65,80,7.0,1100,20,0,11
1825,150,65,80,7.0,1100,20,0,11
1826,120,70,60,7.5,1200,25,0,11
1827,125,70,60,7.5,1200,25,0,11
1828,130,70,60,7.5,1200,25,0,11
1829,135,70,60,7.5,1200,25,0,11
1830,140,70,60,7.5,1200,25,0,11
1831,145,70,60,7.5,1200,25,0,11
1832,150,70,60,7.5,1200,25,0,11
1833,120,75,65,8.0,1000,30,0,11
1834,125,75,65,8.0,1000,30,0,11
1835,130,75,65,8.0,1000,30,0,11
1836,135,75,65,8.0,1000,30,0,11
1837,140,75,65,8.0,1000,30,0,11
1838,145,75,65,8.0,1000,30,0,11
1839,150,75,65,8.0,1000,30,0,11
1840,120,80,70,8.5,1100,35,0,11
1841,125,80,70,8.5,1100,35,0,11
1842,130,80,70,8.5,1100,35,0,11
1843,135,80,70,8.5,1100,35,0,11
1844,140,80,70,8.5,1100,35,0,11
1845,145,80,70,8.5,1100,35,0,11
1846,150,80,70,8.5,1100,35,0,11
1847,120,60,80,6.5,1200,20,0,11
1848,125,60,80,6.5,1200,20,0,11
1849,130,60,80,6.5,1200,20,0,11
1850,135,60,80,6.5,1200,20,0,11
1851,140,60,80,6.5,1200,20,0,11
1852,145,60,80,6.5,1200,20,0,11
1853,150,60,80,6.5,1200,20,0,11
1854,120,65,60,7.0,1000,25,0,11
1855,125,65,60,7.0,1000,25,0,11
1856,130,65,60,7.0,1000,25,0,11
1857,135,65,60,7.0,1000,25,0,11
1858,140,65,60,7.0,1000,25,0,11
1859,145,65,60,7.0,1000,25,0,11
1860,150,65,60,7.0,1000,25,0,11
1861,120,70,65,7.5,1100,30,0,11
1862,125,70,65,7.5,1100,30,0,11
1863,130,70,65,7.5,1100,30,0,11
1864,135,70,65,7.5,1100,30,0,11
1865,140,70,65,7.5,1100,30,0,11
1866,145,70,65,7.5,1100,30,0,11
1867,150,70,65,7.5,1100,30,0,11
1868,120,75,70,8.0,1200,35,0,11
1869,125,75,70,8.0,1200,35,0,11
1870,130,75,70,8.0,1200,35,0,11
1871,135,75,70,8.0,1200,35,0,11
1872,140,75,70,8.0,1200,35,0,11
1873,145,75,70,8.0,1200,35,0,11
1874,150,75,70,8.0,1200,35,0,11
1875,120,80,75,8.5,1000,20,0,11
1876,125,80,75,8.5,1000,20,0,11
1877,130,80,75,8.5,1000,20,0,11
1878,135,80,75,8.5,1000,20,0,11
1879,140,80,75,8.5,1000,20,0,11
1880,145,80,75,8.5,1000,20,0,11
1881,150,80,75,8.5,1000,20,0,11
1882,20,40,20,6.0,600,25,0,4
1883,25,40,20,6.0,600,25,0,4
1884,30,40,20,6.0,600,25,0,4
1885,20,45,25,6.5,700,30,0,4
1886,25,45,25,6.5,700,30,0,4
1887,30,45,25,6.5,700,30,0,4
1888,20,50,30,7.0,800,25,0,4
1889,25,50,30,7.0,800,25,0,4
1890,30,50,30,7.0,800,25,0,4
1891,20,55,35,7.5,600,30,0,4
1892,25,55,35,7.5,600,30,0,4
1893,30,55,35,7.5,600,30,0,4
1894,20,60,40,6.0,700,25,0,4
1895,25,60,40,6.0,700,25,0,4
1896,30,60,40,6.0,700,25,0,4
1897,20,40,25,6.5,800,30,0,4
1898,25,40,25,6.5,800,30,0,4
1899,30,40,25,6.5,800,30,0,4
1900,20,45,30,7.0,600,25,0,4
1901,25,45,30,7.0,600,25,0,4
1902,30,45,30,7.0,600,25,0,4
1903,20,50,35,7.5,700,30,0,4
1904,25,50,35,7.5,700,30,0,4
1905,30,50,35,7.5,700,30,0,4
1906,20,55,40,6.5,800,25,0,4
1907,25,55,40,6.5,800,25,0,4
1908,30,55,40,6.5,800,25,0,4
1909,20,60,20,7.0,600,30,0,4
1910,25,60,20,7.0,600,30,0,4
1911,30,60,20,7.0,600,30,0,4
1912,20,40,30,7.5,700,25,0,4
1913,25,40,30,7.5,700,25,0,4
1914,30,40,30,7.5,700,25,0,4
1915,20,45,35,6.0,800,30,0,4
1916,25,45,35,6.0,800,30,0,4
1917,30,45,35,6.0,800,30,0,4
1918,20,50,40,7.0,600,25,0,4
1919,25,50,40,7.0,600,25,0,4
1920,30,50,40,7.0,600,25,0,4
1921,20,55,20,7.5,700,30,0,4
1922,25,55,20,7.5,700,30,0,4
1923,30,55,20,7.5,700,30,0,4
1924,20,60,25,6.0,800,25,0,4
1925,25,60,25,6.0,800,25,0,4
1926,30,60,25,6.0,800,25,0,4
1927,20,40,35,6.5,600,30,0,4
1928,25,40,35,6.5,600,30,0,4
1929,30,40,35,6.5,600,30,0,4
1930,20,45,40,7.5,700,25,0,4
1931,25,45,40,7.5,700,25,0,4
1932,30,45,40,7.5,700,25,0,4
1933,20,50,20,6.0,800,30,0,4
1934,25,50,20,6.0,800,30,0,4
1935,30,50,20,6.0,800,30,0,4
1936,20,55,25,6.5,600,25,0,4
1937,25,55,25,6.5,600,25,0,4
1938,30,55,25,6.5,600,25,0,4
1939,20,60,30,7.0,700,30,0,4
1940,25,60,30,7.0,700,30,0,4
1941,30,60,30,7.0,700,30,0,4
1942,20,40,40,6.0,800,25,0,4
1943,25,40,40,6.0,800,25,0,4
1944,30,40,40,6.0,800,25,0,4
1945,20,45,20,6.5,600,30,0,4
1946,25,45,20,6.5,600,30,0,4
1947,30,45,20,6.5,600,30,0,4
1948,20,50,25,7.5,700,25,0,4
1949,25,50,25,7.5,700,25,0,4
1950,30,50,25,7.5,700,25,0,4
1951,20,55,30,6.0,800,30,0,4
1952,25,55,30,6.0,800,30,0,4
1953,30,55,30,6.0,800,30,0,4
1954,20,60,35,6.5,600,20,0,4
1955,25,60,35,6.5,600,20,0,4
1956,30,60,35,6.5,600,20,0,4
1957,40,30,20,6.0,300,20,0,10
1958,45,30,20,6.0,300,20,0,10
1959,50,30,20,6.0,300,20,0,10
1960,55,30,20,6.0,300,20,0,10
1961,60,30,20,6.0,300,20,0,10
1962,40,35,25,6.5,400,25,0,10
1963,45,35,25,6.5,400,25,0,10
1964,50,35,25,6.5,400,25,0,10
1965,55,35,25,6.5,400,25,0,10
1966,60,35,25,6.5,400,25,0,10
1967,40,40,30,7.0,300,30,0,10
1968,45,40,30,7.0,300,30,0,10
1969,50,40,30,7.0,300,30,0,10
1970,55,40,30,7.0,300,30,0,10
1971,60,40,30,7.0,300,30,0,10
1972,40,30,25,6.0,400,20,0,10
1973,45,30,25,6.0,400,20,0,10
1974,50,30,25,6.0,400,20,0,10
1975,55,30,25,6.0,400,20,0,10
1976,60,30,25,6.0,400,20,0,10
1977,40,35,30,6.5,300,25,0,10
1978,45,35,30,6.5,300,25,0,10
1979,50,35,30,6.5,300,25,0,10
1980,55,35,30,6.5,300,25,0,10
1981,60,35,30,6.5,300,25,0,10
1982,40,40,20,7.0,400,30,0,10
1983,45,40,20,7.0,400,30,0,10
1984,50,40,20,7.0,400,30,0,10
1985,55,40,20,7.0,400,30,0,10
1986,60,40,20,7.0,400,30,0,10
1987,40,30,30,6.0,300,20,0,10
1988,45,30,30,6.0,300,20,0,10
1989,50,30,30,6.0,300,20,0,10
1990,55,30,30,6.0,300,20,0,10
1991,60,30,30,6.0,300,20,0,10
1992,40,35,20,6.5,400,25,0,10
1993,45,35,20,6.5,400,25,0,10
1994,50,35,20,6.5,400,25,0,10
1995,55,35,20,6.5,400,25,0,10
1996,60,35,20,6.5,400,25,0,10
1997,40,40,25,7.0,300,30,0,10
1998,45,40,25,7.0,300,30,0,10
1999,50,40,25,7.0,300,30,0,10
2000,55,40,25,7.0,300,30,0,10
2001,60,40,25,7.0,300,30,0,10
2002,20,40,20,6.0,700,25,0,2
2003,25,40,20,6.0,700,25,0,2
2004,30,40,20,6.0,700,25,0,2
2005,20,45,25,6.5,800,30,0,2
2006,25,45,25,6.5,800,30,0,2
2007,30,45,25,6.5,800,30,0,2
2008,20,50,30,7.0,700,35,0,2
2009,25,50,30,7.0,700,35,0,2
2010,30,50,30,7.0,700,35,0,2
2011,20,40,25,6.0,800,25,0,2
2012,25,40,25,6.0,800,25,0,2
2013,30,40,25,6.0,800,25,0,2
